Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,Email,Phone No.,Principal Name,Local Authority Description,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Female,Male,Total
2023,17059E,Scoil na mBraithre Sn,Sunday's Gate,Drogheda,Co. Louth,,Louth,A92Y927,54,-6,principal.sungate@gmail.com,0419833620,Sarah Bradley,Louth County Council,Y,No subjects through Irish,N,N,Catholic,70,246,316
2023,17060M,CONVENT OF MERCY N S,Convent Road,Abbeyfeale,Co. Limerick,,Limerick,V94XY93,52,-9,scoilmhathairde1937@gmail.com,06831701,Anne O'Callaghan,Limerick County Council,Y,No subjects through Irish,N,N,Catholic,106,,106
2023,17064U,SCOIL PADRAIG,Ballylinan,Co. Laois,,,Laois,R14HK31,53,-7,ballylinan1@yahoo.ie,0598625195,Aileen Hurley,Laois County Council,N,No subjects through Irish,N,N,Catholic,94,125,219
2023,17068F,SCOIL SEAN TSRAIDE,Tuogh,Adare,Co. Limerick,,Limerick,V94HC65,53,-9,shountradens@gmail.com,061396765,Alan Kilcoyne,Limerick County Council,N,No subjects through Irish,N,N,Catholic,73,66,139
2023,17069H,S N MUIRE NAOFA,Pullough,Co. Offaly,,,Offaly,R35K521,53,-8,principal@pulloughns.com,0579355642,Tom Naughton,Offaly County Council,Y,No subjects through Irish,N,N,Catholic,31,42,73
2023,17071R,S N BAILE A MHOININ,Castle Ffrench,Ballinamore Bridge,Ballinsloe,Co. Galway,Galway,H53C1P3,53,-8,castleffrenchns@gmail.com,0906622341,Ann Geraghty,Galway County Council,N,No subjects through Irish,N,N,Catholic,5,7,12
2023,17072T,S N CILL CRUINN,Listowel,Co. Kerry,,,Kerry,V31HE92,52,-10,principal.killocrim@gmail.com,06840419,Catherine O'Driscoll,Kerry County Council,N,No subjects through Irish,N,N,Catholic,37,64,101
2023,17073V,S N CHOLMCILLE,Inistioge,Co. Kilkenny,,,Kilkenny,R95W529,52,-7,stcolinistiogens@gmail.com,0567758660,Anita E Foley,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,59,56,115
2023,17079K,S N CARRAIG AN IME,"Carriganima,","Macroom,",,,Cork,P12DW92,52,-9,carriganima1ns@gmail.com,02644107,PATRICIA DINEEN,Cork County Council,N,No subjects through Irish,N,N,Catholic,9,9,18
2023,17082W,SCOIL CHOMAIN NAOFA,Roundfort,Hollymount,Co. Mayo,,Mayo,F12TX04,54,-9,roundfortns@gmail.com,0949540177,Mr. Alan Canny,Mayo County Council,N,No subjects through Irish,N,N,Catholic,52,28,80
2023,17083B,S N MUIRE GAN SMAL B,Tyrconnell Road,Inchicore,Dublin 8,,Dublin,D08Y9T4,53,-6,principal@smgs.ie,014541641,David Gough,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,160,145,305
2023,17084D,CILL AN IUBHAIR N S,KILLANURE,MOUNTRATH,CO LAOIS,,Laois,R32V276,53,-8,killanurens@gmail.com,0578732944,NIAMH REYNOLDS,Laois County Council,N,No subjects through Irish,N,N,Catholic,12,20,32
2023,17088L,Scoil U¡ Ghramhnaigh,R th Chairn,µth Bu¡,Co.na M¡,,Meath,C15WT18,54,-7,bunscoilrathchairn@gmail.com,0469432837,Mair‚ad N¡ Cheallaigh,Meath County Council,N,All subjects through Irish,Y,N,Catholic,89,91,180
2023,17089N,CLUAIN MAOLAIN N S,Main Street,Clonmellon,Co. Westmeath,,Westmeath,C15H3CR,54,-7,principal@clonmellonns.ie,0469433301,Lavinia Williams,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,97,99,196
2023,17091A,S N MUIRE,Main Street,Blessington,Co. Wicklow,,Wicklow,W91YN0P,53,-7,principal@stmarysjuniorschool.ie,045865501,Carmel Dillon,Wicklow County Council,N,No subjects through Irish,N,N,Catholic,117,125,242
2023,17093E,S N BHREANDAIN NAOFA,Clorinka,Ballyfoyle,Co. Kilkenny,,Kilkenny,R95YN60,53,-7,officemuckaleens@gmail.com,0564441422,Kevin Cummins,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,99,96,195
2023,17095I,S N na Cealltraighe,Kilclare,Caltra,Ballinasloe,Co. Galway,Galway,H53FR66,53,-8,caltraprimary@gmail.com,0909678416,Ann-Marie McElligott,Galway County Council,Y,No subjects through Irish,N,N,Catholic,38,54,92
2023,17096K,S N NMH FHINGIN,Garryhill,Muinebheag,Co. Carlow,,Carlow,R21V093,53,-7,garryhillschool@gmail.com,0599727355,Liam Shinnors,Carlow County Council,Y,No subjects through Irish,N,N,Catholic,15,15,30
2023,17099Q,St Joseph's National School,Farney Street,Carrickmacross,Co Monaghan,,Monaghan,A81KX96,54,-7,stjcmx@gmail.com,0429661134,Mary Capaldi,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,,248,248
2023,17100V,S N RATH ARADH,Athleague Road,Rahara,Co. Roscommon,,Roscommon,F42XR20,54,-8,raharans@gmail.com,0906623393,Aoife McGowan,Roscommon County Council,N,No subjects through Irish,N,N,Catholic,9,9,18
2023,17101A,SCOIL CRE CUMHRA,Crecora,Co. Limerick,,,Limerick,V94P5C0,53,-9,principalcrecoranationalschool@gmail.com,061355228,Michael O'Gorman,Limerick County Council,N,No subjects through Irish,N,N,Catholic,108,109,217
2023,17102C,CLUAIN BUINNE N S,Clonbonny,Athlone,Co. Westmeath,,Westmeath,N37EA21,53,-8,clonbonnyns@gmail.com,0906474656,Joan Donnelly,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,81,75,156
2023,17103E,Scoil Chlochair Mhuire National School,Carrigtwohill,Co. Cork,,,Cork,T45VX82,52,-8,info@carrigtwohillps.ie,0214883293,Nora N¡ Choile in,Cork County Council,N,No subjects through Irish,N,N,Catholic,216,89,305
2023,17104G,ST FRANCIS JUNIOR NATIONAL SCHOOL,Clonshaugh Drive,Priorswood,Dublin 17,,Dublin,D17KH30,53,-6,17104G@gmail.com,018470804,Aileen Plunkett,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,94,91,185
2023,17105I,MUIRE GAN SMAL C,School Avenue,Glasheen Road,Cork,,Cork,T12V084,52,-8,office@glasheengirlsns.com,0214542294,Lorraine Houlihan,Cork City Council,Y,No subjects through Irish,N,N,Catholic,328,1,329
2023,17108O,ST JOHNS INFANTS N S,Michael Street,Kilkenny,,,Kilkenny,R95HC03,53,-7,info@stjohnsthelake.ie,0567762888,Mary O'Neill,Kilkenny County Council,Y,No subjects through Irish,N,N,Catholic,118,106,224
2023,17110B,NAOMH LORCAN O TUATHAIL SENIOR BOYS,Seville Place,Dublin 1,,,Dublin,D01A439,53,-6,info@larriers.ie,018363490,Mark Candon,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,,78,78
2023,17112F,BALLYHEA N S,Ballyhea,Rathluirc,Co. Cork,,Cork,P56KA44,52,-9,Ballyhea.ias@gmail.com,06381086,Paul Cronin,Cork County Council,Y,No subjects through Irish,N,N,Catholic,88,68,156
2023,17114J,S N AN GHABHAILIN,Golden,Cashel,,,Tipperary,E25YC60,52,-8,goldenns@yahoo.ie,06272164,James McCarthy,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,40,52,92
2023,17117P,S N CUL GREINE,Coolgreany,Gorey,Co. Wexford,,Wexford,Y25AN29,53,-6,office@coolgreanyns.ie,040237246,Lorcan Browne,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,43,75,118
2023,17118R,S N NAOMH FHURSA,CLARAN,Headford,CO NA GAILLIMHE,,Galway,H91Y443,53,-9,office@clarannationalschool.ie,09335922,Caitlin Ni Eanachain,Galway County Council,N,No subjects through Irish,N,N,Catholic,65,56,121
2023,17119T,Scoil Naisiunta Balla Aluinn,Station Road,Balla,Co. Mayo,,Mayo,F23W272,54,-9,office@ballans.ie,0949365280,Alma Egan,Mayo County Council,N,No subjects through Irish,N,N,Catholic,89,112,201
2023,17122I,SN EADAN FHIONNFHAOICH,NA GLEANNTA,CO DHUN NA NGALL,,,Donegal,F94D267,55,-8,edeninfagh@gmail.com,0749551663,OILBHEAIR MAC FHIONNGHAILE,Donegal County Council,Y,All subjects through Irish,Y,N,Catholic,5,4,9
2023,17123K,KILMAINHAM WOOD N S,Kilmainhamwood,Kells,Co. Meath,,Meath,A82TY77,54,-7,office@kwoodns.ie,0469052666,Pauline Bonner,Meath County Council,Y,No subjects through Irish,N,N,Catholic,65,61,126
2023,17124M,ARDEE MONASTERY,Drogheda Road,Ardee,Co. Louth,,Louth,A92X788,54,-7,officeardeemns@gmail.com,0416853641,Jim McGee,Louth County Council,Y,No subjects through Irish,N,N,Catholic,12,250,262
2023,17125O,DIFFEREEN N S,Diffreen,Manorhamilton,Co. Leitrim,,Leitrim,F91E044,54,-8,diffreen@gmail.com,0719855944,Denise White,Leitrim County Council,Y,No subjects through Irish,N,N,Catholic,19,20,39
2023,17126Q,SCOIL ENDA,Scotshouse,Clones,Co. Monaghan,,Monaghan,H23H678,54,-7,saintendasns@gmail.com,04756204,Pearl O'Brien,Monaghan County Council,N,No subjects through Irish,N,N,Catholic,29,40,69
2023,17127S,ST JOSEPHS NS,Hacketstown,Co. Carlow,,,Carlow,R93VH42,53,-7,htownns@gmail.com,0596471199,Maria Barron,Carlow County Council,Y,No subjects through Irish,N,N,Catholic,66,76,142
2023,17130H,SCOIL NAOMH DUBHTHACH,Machaire Rabhartaigh,Gort a Choirce,Co. Dh£n na nGall,,Donegal,F92AW64,55,-8,scoilnaomhdubhthach@yahoo.ie,0749135665,Fearghal Mac Grianna,Donegal County Council,Y,All subjects through Irish,Y,N,Catholic,17,13,30
2023,17133N,S N an Baile Nua,"Newtown,",Kilmacthomas,Co Waterford,,Waterford,X42VW64,52,-7,info@snbailenua.ie,051294677,Katie O'Hanlon,Waterford County Council,N,No subjects through Irish,N,N,Catholic,63,51,114
2023,17138A,SCOIL CILL COLMAIN,ARD ACHADH,CO LUIMNIGH,,,Limerick,V42T320,53,-9,kilschool1@gmail.com,06960005,Catherine Ferris,Limerick County Council,N,No subjects through Irish,N,N,Catholic,58,54,112
2023,17140K,S N BAILE SLUAGH,Ballysloe,Gortnahoe,Thurles,,Tipperary,E41X266,53,-8,ballysloens@gmail.com,0568834533,Derval Barry,Tipperary (Sr) County Council,N,No subjects through Irish,N,N,Catholic,15,14,29
2023,17148D,S N EOIN BAISDE GIRLS SENIOR,Seafield Road West,Clontarf,Dublin 3,,Dublin,D03T803,53,-6,info@belgroveseniorgirls.ie,018331888,Conor Dilleen,Dublin City Council,N,No subjects through Irish,N,N,Catholic,412,,412
2023,17150N,ST MARYS BNS,St Mary's Hill,Monaghan,,,Monaghan,H18A215,54,-7,office@1867.ie,04782361,Colm Mac Cinna,Monaghan County Council,Y,No subjects through Irish,N,N,Catholic,2,236,238
2023,17152R,S N CNOC SCEACH,Knockskeagh,Clonakilty,Co. Cork,,Cork,P85AV90,52,-9,cnocsceachns@gmail.com,0238838070,Johnnie Walsh,Cork County Council,N,No subjects through Irish,N,N,Catholic,108,103,211
2023,17154V,S N BREANDAIN NAOFA,Mullagh More,Gurtymadden,Co. Galway,,Galway,H62P447,53,-8,mullaghschool@gmail.com,091843011,Des Jennings,Galway County Council,N,No subjects through Irish,N,N,Catholic,35,44,79
2023,17155A,ATHLACCA N S,Athlacca,Kilmallock,Co. Limerick,,Limerick,V35AN83,52,-9,athlaccans@gmail.com,06390978,Michelle Ryan-Lonergan A/Principal,Limerick County Council,N,No subjects through Irish,N,N,Catholic,60,48,108
2023,17156C,SCOIL NAOMH AINE GIRLS SENIOR SCHOOL,SMITH'S ROAD,CHARLEVILLE,CO. CORK,,Cork,P56AH79,52,-9,stannescharleville@hotmail.com,06389451,Ryan Quirke,Cork County Council,Y,No subjects through Irish,N,N,Catholic,178,,178
2023,17159I,S N AN GARRAIN BHAIN,Garranbane,Dungarvan,Co. Waterford,,Waterford,X35X762,52,-8,office@garranbanens.com,05841607,Anna Casey,Waterford County Council,N,No subjects through Irish,N,N,Catholic,116,100,216
2023,17161S,KILTALLAGH N S,KILTALLAGH,CASTLEMAINE,CO KERRY,,Kerry,V93KV76,52,-10,kiltallaghns@yahoo.ie,0669767718,Paula N¡ Bhriain,Kerry County Council,Y,No subjects through Irish,N,N,Church Of Ireland,15,8,23
2023,17162U,S N BHRIGHDE,Cortown,Kells,Co. Meath,,Meath,A82VX38,54,-7,info@cortownns.ie,0469249700,Ruth Conaty Mulhall,Meath County Council,N,No subjects through Irish,N,N,Catholic,60,52,112
2023,17167H,BL OLIVER PLUNKETT N S,Lake Road,Moate,,,Westmeath,N37E303,53,-8,stoliverplunkettbns@gmail.com,0906481862,Sinead White,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,,102,102
2023,17168J,S N INIS EOGHANAIN,Scoil Eoin,Inis Eon in,Co.Chorca¡,,Cork,T12PX94,52,-9,inisheoin@gmail.com,0214775457,Carol N¡ Chuim¡n,Cork County Council,N,No subjects through Irish,N,N,Catholic,152,146,298
2023,17170T,BAILE MOR SIOL ANMCADHA,Oghil More,Lawrencetown,Co. Galway,,Galway,H53RH48,53,-8,laurencetownns@hotmail.com,0909685609,Andrew O'Regan,Galway County Council,N,No subjects through Irish,N,N,Catholic,43,54,97
2023,17171V,S N CUILINN UI CAOIMH,Mullaghroe North,Cullen,Mallow,,Cork,P51TK70,52,-9,principal@cullenns.ie,02979201,Eibhl¡n N¡ Mhath£na,Cork County Council,N,No subjects through Irish,N,N,Catholic,32,37,69
2023,17174E,S N BHRIGHDE,Coon West,Carlow,,,Kilkenny,R93KC63,53,-7,elhealy@yahoo.co.uk,0564443235,Eleanor Drennan,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,23,29,52
2023,17175G,BOHERMEEN N S,Bohermeen NS,Navan,Co. Meath,,Meath,C15XF70,54,-7,ultansns@gmail.com,0469029037,James Brennan,Meath County Council,N,No subjects through Irish,N,N,Catholic,117,121,238
2023,17176I,S N Realt na Mara,MULRANNY,CO MAYO,,,Mayo,F28F3F6,54,-10,mulrannyns@gmail.com,09836283,LOUISE CROWLEY,Mayo County Council,Y,No subjects through Irish,N,N,Catholic,40,33,73
2023,17179O,S N AN CILLIN,BIRR,CO OFFALY,,,Tipperary,R42AK00,53,-8,office@killeennationalschool.com,0579121682,Jessica Whelahan,Tipperary (Nr) County Council,Y,No subjects through Irish,N,N,Catholic,47,70,117
2023,17180W,S N na gCluainte,Cloontagh,Clonmany,Co. Donegal,,Donegal,F93KP44,55,-7,cloontaghns@hotmail.com,0749376365,Grace McCarron,Donegal County Council,Y,No subjects through Irish,N,N,Catholic,46,49,95
2023,17181B,ST JOSEPHS N S,Templerainey,Arklow,Co. Wicklow,,Wicklow,Y14X856,53,-6,iosaifns@gmail.com,040232984,Mary Dalton,Wicklow County Council,N,No subjects through Irish,N,N,Catholic,273,287,560
2023,17182D,MHICHIL NAOFA N S,School Road,Castletown Geoghegan,Co. Westmeath,,Westmeath,N91X659,53,-7,stmichaelsnsctg@gmail.com,0449226255,Margaret Gorman,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,35,34,69
2023,17184H,OOLA NATIONAL SCHOOL,Main Street,Oola,,,Limerick,E34P389,53,-8,principal@oolans.ie,06247906,Liam Guiney,Limerick County Council,N,No subjects through Irish,N,N,Catholic,43,32,75
2023,17188P,S N CHIARAIN NAOFA,Clonmacnoise,Co. Offaly,,,Offaly,N37E227,53,-8,clonmacnoisns@gmail.com,0909674150,Deirdre Egan,Offaly County Council,N,No subjects through Irish,N,N,Catholic,31,52,83
2023,17189R,RATH EOGHAN N S,RATHOWEN,MULLINGAR,,,Westmeath,N91TV25,54,-8,stmarysrathowen@yahoo.ie,0436676161,Mr David Morgan,Westmeath County Council,Y,No subjects through Irish,N,N,Catholic,31,37,68
2023,17194K,S N BAILE UI COILEAIN,BALLYCULLANE,NEW ROSS,CO WEXFORD,,Wexford,Y34YY76,52,-7,office@ballycullanens.com,051562542,DEIRDRE BYRNE,Wexford County Council,Y,No subjects through Irish,N,N,Catholic,33,25,58
2023,17195M,C.B.S. PRIMARY,Chapel Street,Dundalk,Co. Louth,,Louth,A91YF82,54,-6,office@cbsprimarydundalk.ie,0429327861,Eileen Hart,Louth County Council,Y,No subjects through Irish,N,N,Catholic,240,215,455
2023,17197Q,S N AN LEATH BHAILE,Lavally,Tuam,Co. Galway,,Galway,H54YX29,54,-9,office@lavallynationalschool.ie,0858622031,Ronan Kirrane,Galway County Council,N,No subjects through Irish,N,N,Catholic,24,39,63
2023,17198S,S N MUIRE GAN SMAL,Shannonbridge,Ballinasloe,Co. Galway,,Galway,H53PT32,53,-8,principal.creaghns@gmail.com,0909642634,µine N¡ Choller in (Bleahene),Galway County Council,N,No subjects through Irish,N,N,Catholic,216,222,438
2023,17200C,S N COLMAIN,CONAHY,JENKINSTOWN,CO KILKENNY,,Kilkenny,R95YR15,53,-7,colmanconahy@gmail.com,0838074253,LAURA SWEENEY,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,4,13,17
2023,17203I,S N ULTAIN NAOFA,Baile Ghib,An Uaimh,Co. na M¡,,Meath,C15PD95,54,-7,scoilultainnaofa@gmail.com,0469054499,Niamh U¡ Fhaog in,Meath County Council,N,All subjects through Irish,Y,N,Catholic,34,48,82
2023,17206O,GLEBE N S,Kinlough,Co. Leitrim,,,Leitrim,F91P043,54,-8,office@largyns.ie,0719856138,Mary Hoey,Leitrim County Council,N,No subjects through Irish,N,N,Catholic,12,8,20
2023,17207Q,S N DOMHNACH PADRAIG,Caherlistrane,Co Galway,,,Galway,H91W3Y6,53,-9,info@donaghpatrickns.ie,09355388,Muireann Cradock,Galway County Council,N,No subjects through Irish,N,N,Catholic,53,57,110
2023,17209U,COONEAL N.S.,Cooneal,Ballina,Co. Mayo,,Mayo,F26T659,54,-9,scoilcuanneal@gmail.com,09632251,Eddie O'Hora,Mayo County Council,N,No subjects through Irish,N,N,Catholic,42,23,65
2023,17212J,SCOIL NAIS CNOC AINE,Knockainey,Hospital,Co. Limerick,,Limerick,V35AH66,52,-8,info@knockaineyns.ie,061383529,Marie Moloney,Limerick County Council,N,No subjects through Irish,N,N,Catholic,95,89,184
2023,17213L,S N MHUIRE,MA NEALTA,CEANNANUS MOR,CO NA MIDHE,,Meath,A82YV20,54,-7,info@moynaltyns.ie,0469244702,DENISE WARD,Meath County Council,N,No subjects through Irish,N,N,Catholic,57,75,132
2023,17214N,St. Vincent's Primary School,St Philomenas Road,Glasnevin,Dublin 11,,Dublin,D11HX78,53,-6,office@vincentsprimary.com,018302328,Danny Reilly,Dublin City Council,Y,No subjects through Irish,N,N,Catholic,47,198,245
2023,17217T,CBS Primary Wexford,Green Street,Wexford,,,Wexford,Y35H343,52,-6,office@cbsprimarywexford.com,0539141324,Vicky Barron,Wexford County Council,N,No subjects through Irish,N,N,Catholic,148,211,359
2023,17218V,KILKENNY MIXED N S,Castlecomer Road,Kilkenny,,,Kilkenny,R95XA66,53,-7,modelschoolkilkenny@gmail.com,0567722082,Olwen Mackey,Kilkenny County Council,N,No subjects through Irish,N,N,Church Of Ireland,105,101,206
2023,17220I,S N BHRIGHDE,Meath Hill,Drumconrath,Co. Meath,,Meath,C15H274,54,-7,meathhillns7@gmail.com,0429667819,Anita McCahey,Meath County Council,N,No subjects through Irish,N,N,Catholic,38,44,82
2023,17221K,SN COLMCILLE,School Road,Castlegar,Co. Galway,,Galway,H91F9K6,53,-9,castlegarns@gmail.com,091757362,Caitriona Mc Cormack,Galway County Council,Y,No subjects through Irish,Y,N,Catholic,36,41,77
2023,17222M,S N MHICHIL NAOFA,Galmoy Parochial School,Moneynamuck,Stopford,Galmoy (via Thurles),Kilkenny,E41TD34,53,-8,principal@smngalmoy.ie,0568831481,Thomas Percy,Kilkenny County Council,N,No subjects through Irish,N,N,Catholic,31,37,68
2023,17223O,S N MUIRE IS GEARARD,St. Mary's & St. Gerard's NS,Enniskerry,Co. Wicklow,,Wicklow,A98DP70,53,-6,info@enniskerryns.ie,012868851,Deirdre Morgan,Wicklow County Council,N,No subjects through Irish,N,N,Catholic,105,105,210
2023,17224Q,S N MUIRE GAN SMAL,Graigenamanagh,Co. Kilkenny,,,Kilkenny,R95D793,53,-7,principal@scoilmhuiregraig.com,0599724490,Katherine Doyle,Kilkenny County Council,Y,No subjects through Irish,N,N,Catholic,98,55,153
2023,17228B,CLOCHAR MUIRE N S,Rathdrum,Co. Wicklow,,,Wicklow,A67KW18,53,-6,office@ourladysgirls.com,040446256,Helena Cassidy,Wicklow County Council,Y,No subjects through Irish,N,N,Catholic,149,,149
2023,17230L,SCOIL NAOMH BRID,Killoughter,Redhills,Co. Cavan,,Cavan,H14X017,54,-7,info@stbrigidsns.ie,04755222,Kitty Tinneny,Cavan County Council,N,No subjects through Irish,N,N,Catholic,54,58,112
2023,17231N,S N CILL CUIMIN,Clashnagarrane,Kilcummin,Killarney,Co. Kerry,Kerry,V93HF82,52,-9,kill43163@gmail.com,0646643163,Gillian Sheehan,Kerry County Council,N,No subjects through Irish,N,N,Catholic,61,58,119
2023,17233R,St Clare's National School,Enniskillen Road,Manorhamilton,Co. Leitrim,,Leitrim,F91NP08,54,-8,secretary@stclaresps.ie,0719855703,Laura Tully Nicholoson,Leitrim County Council,N,No subjects through Irish,N,N,Catholic,89,116,205
2023,17235V,S N CHAOMHAIN TORRCHOILL,GOREY,CO WEXFORD,,,Wexford,Y25RY86,53,-6,office@tarahillns.ie,0539420321,Patricia Sadlier,Wexford County Council,N,No subjects through Irish,N,N,Catholic,110,115,225
2023,17236A,BOHER N S,Boher,Streamstown,Co. Westmeath,,Westmeath,N91Y663,53,-8,boherschool1@gmail.com,0906436289,Carol White,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,7,11,18
2023,17237C,S N CILL BARFHIONN,Coolbawn,Nenagh,Co. Tipperary,,Tipperary,E45AW72,53,-8,kilbarronns@gmail.com,06728144,Kevin Connolly,Tipperary (Nr) County Council,N,No subjects through Irish,N,N,Catholic,38,27,65
2023,17240O,S N TAMHNACH DHUIBH,Tunnyduff,Bailieborough,Co. Cavan,,Cavan,A82V903,54,-7,office@tunnyduffns.ie,0429660368,Meabh Haughey,Cavan County Council,N,No subjects through Irish,N,N,Catholic,41,45,86
2023,17241Q,S N DOMHNACH MOR,Liscooley,Castlefin,Co. Donegal,,Donegal,F93WV78,55,-8,office@donnsch.com,0749146588,Wendy Long,Donegal County Council,Y,No subjects through Irish,N,N,Presbyterian,14,17,31
2023,17242S,S N Pairc na Slinne,MAGH GLAS,BAILE LOCHA RIACH,CO NA GAILLIMHE,,Galway,H62FC62,53,-8,slatefieldns@yahoo.ie,0909749317,Mrs Eileen Brennan,Galway County Council,Y,No subjects through Irish,N,N,Catholic,11,4,15
2023,17244W,S N NAOMH RUADHAIN,Redwood,Lorrha,Nenagh,Co. Tipperary,Tipperary,E45XP58,53,-8,office@redwoodns.ie,0909747186,Michelle Hogan,Tipperary (Nr) County Council,Y,No subjects through Irish,N,N,Catholic,11,24,35
2023,17245B,DRIPSEY N S,DRIPSEY,CO CORK,,,Cork,P12HE64,52,-9,office@dripseyns.ie,0217334415,Catherine Murray,Cork County Council,N,No subjects through Irish,N,N,Catholic,45,48,93
2023,17246D,S N CLUAIN AN ATHA,EIDHNEACH,INIS,CO CLARE,,Clare,V95HN76,53,-9,scoilcluain@gmail.com,0656836916,S‚an O Grady,Clare County Council,N,No subjects through Irish,N,N,Catholic,10,7,17
2023,17251T,OVENS N S,Knockanemore,Ovens,Co. Cork,,Cork,P31EP63,52,-9,ovensnationalschool@gmail.com,0214872531,Eoghan Hyde,Cork County Council,N,No subjects through Irish,N,N,Catholic,210,226,436
2023,17253A,S N CAISLEAN AN CUMAIR,Donaguile,Castlecomer,Co. Kilkenny,,Kilkenny,R95PHH4,53,-7,comerboysns@gmail.com,0564441774,Ann Purcell,Kilkenny County Council,Y,No subjects through Irish,N,N,Catholic,,39,39
2023,17254C,SCOIL CHORBAIN,Fairgreen,Naas,Co. Kildare,,Kildare,W91E635,53,-7,saintcorbans@gmail.com,045875508,John Drewett,Kildare County Council,N,No subjects through Irish,N,N,Catholic,,501,501
2023,17260U,SCOIL AN LINBH ÖOSA,Killymard,Donegal Town,Co. Donegal,,Donegal,F94AW95,55,-8,killymardschool@gmail.com,0749722752,Anne Reid,Donegal County Council,N,No subjects through Irish,N,N,Catholic,124,117,241
2023,17263D,S N MUIRE AN SEAN BAILE,Oldtown,Co. Dublin,,,Dublin,A45YD60,54,-6,oldtownns@gmail.com,018432060,Jane Kirwan,Fingal County Council,N,No subjects through Irish,N,N,Catholic,29,34,63
2023,17265H,RATHDRUM BOYS N S,Rathdrum,Co. Wicklow,,,Wicklow,A67X381,53,-6,bnsrathdrum@gmail.com,040446585,Aideen Parker,Wicklow County Council,Y,No subjects through Irish,N,N,Catholic,,153,153
2023,17266J,BALLANAGARE N S,Ballinagare,Castlerea,Co. Roscommon,,Roscommon,F45W288,54,-8,info@ballinagarens.ie,0949870564,Sinead Healy,Roscommon County Council,Y,No subjects through Irish,N,N,Catholic,31,28,59
2023,17268N,SN AN BR M O CLEIRIGH,Creevy,Ballyshannon,Co. Donegal,,Donegal,F94X766,55,-8,office@creevyns.ie,0719852090,Aoibheann Kelly,Donegal County Council,N,No subjects through Irish,N,N,Catholic,102,130,232
2023,17270A,S N COLM CILLE,Scoil Cholmcille,Clouna National School,Ennistymon,,Clare,V95YD43,53,-9,clounans@gmail.com,0657071949,adaoin Ryan,Clare County Council,N,No subjects through Irish,N,N,Catholic,26,31,57
2023,17271C,SCOIL MHUIRE MUIGHEO,"Mayo, Crettyard, Carlow",R93H799,Crettyard,Co. Laois,Laois,R93H799,53,-7,mayonsovs@gmail.com,0564442555,Clare McCarthy,Laois County Council,N,No subjects through Irish,N,N,Catholic,16,11,27
2023,17273G,S N Baile na Cille,BAILE LOCHA RIACH,CO NA GAILLIMHE,,,Galway,H62DK60,53,-8,Ballinakillns@hotmail.com,0909745555,GERARD FAHY,Galway County Council,N,No subjects through Irish,N,N,Catholic,19,15,34
2023,17276M,Scoil na mBraithre,Murgasty Road,Tipperary,,,Tipperary,E34KR44,52,-8,monasteryschooltipp@gmail.com,06252656,Mary Donovan,Tipperary (Sr) County Council,Y,No subjects through Irish,N,N,Catholic,,162,162
2023,17277O,ST EDWARDS N S,Ballytivnan,Sligo,,,Sligo,F91DX64,54,-8,info@stedwards.ie,0719143480,Sin‚ad Grimes,Sligo County Council,Y,No subjects through Irish,N,N,Catholic,95,83,178
2023,17280D,S N BAILE ATHA N RIOGH,Knockaunglass,Athenry,Co. Galway,,Galway,H65R921,53,-9,principal@athenryboysschool.com,091844029,John Connolly,Galway County Council,N,No subjects through Irish,N,N,Catholic,,146,146
2023,17281F,TOGHER N S,TOGHER,DUNMANWAY,,,Cork,P47D628,52,-9,info@togherns.com,0238855322,Majella Daly,Cork County Council,Y,No subjects through Irish,N,N,Catholic,15,13,28
2023,17289V,S N CAOMHAIN,An Tr ,Inis Oirr,Co. na Gaillimhe,,Galway,H91C967,53,-10,snchaomhain@gmail.com,09975102,Olive Ui Fhatharta,Galway County Council,Y,All subjects through Irish,Y,Y,Catholic,14,14,28
2023,17290G,DYSART NS,Dysart,Mullingar,Co. Westmeath,,Westmeath,N91CH98,53,-7,principaldysartns@gmail.com,0449226175,µine Mc Devitt,Westmeath County Council,N,No subjects through Irish,N,N,Catholic,13,12,25
2023,17295Q,S N na Rinne,Maoil a'Ch¢irne,Rinn Ua gCuanach,D£n Garbh n,Co. Phortl irge,Waterford,X35AK50,52,-8,snnarinne@gmail.com,05846372,Aodh Mac Craith,Waterford County Council,N,All subjects through Irish,Y,N,Catholic,50,89,139
